許可證字號,註銷狀態,註銷日期,註銷理由,有效日期,發證日期,許可證種類,醫療器材級數,通關簽審文件編號,中文品名,英文品名,醫器主類別一,醫器次類別一,限制項目,申請商名稱,申請商地址,申請商統一編號,製造商名稱,製造廠廠址,製造廠國別,異動日期,效能,製程,製造廠公司地址,劑型,包裝
衛署醫器輸壹字第001308號,,,,2015-10-27,2005-10-27,醫　器,,DHA04400130800,德國百靈自粘彈性繃帶(未滅菌),"KARL OTTO BRAUN Cohesive Elastic Securing Bandage (Non-Sterile)","J 一般醫院及個人使用裝置",,"輸　入 ",一協紀股份有限公司,新北市中和區立德街93號3樓,86295192,"KARL OTTO BRAUN KG","LAUTERSTRASSE 50, 67752 WOLFSTEIN, GERMANY",GERMANY,2010-11-11,用來支撐及壓縮患者身體部位的器材。,,,,
衛署醫器輸壹字第001309號,已註銷,2012-11-01,許可證已逾有效期,2010-10-27,2005-10-27,醫　器,,DHA04400130902,"〝靈威特〞肩關節器械組 (未滅菌)","""Linvatec"" Shoulder Arthroscopy Products (Non-sterile)","N 骨科用裝置",,"輸　入 ",崴康實業股份有限公司,台北市信義區東興路53號8樓,24309963,"LINVATEC CORPORATION D/B/A CONMED LINVATEC","11311 CONCEPT BOULEVARD LARGO, FLORIDA 33773 USA","UNITED STATES",2012-11-07,,,,,
衛署醫器輸字第001979號,已註銷,1990-02-26,有效期限已屆,1987-04-27,1982-04-27,醫　器,,DHA00600197901,心電計監視器,"""BURDICK"" ECG MONITORS","0805 心電圖監視器",,"輸　入 ",新毅貿易股份有限公司,台北巿羅斯福路三段２７７號７樓Ｂ,,"THE BURDICK CORPORATION","NILTON WOSCONSIN 53563 USA","UNITED STATES",2001-12-30,,,,,
衛署醫器輸字第001980號,已註銷,1990-02-26,有效期限已屆,1987-04-27,1982-04-27,醫　器,,DHA00600198002,氣管內管,"""POLAMEDCO"" ENDOTRACHEAL TUBE","0204 氣管內管",,"輸　入 ",明惠貿易有限公司,台北巿中山北路二段２６巷１０號,11322197,"POLAMEDCO INC.","1625 17TH STREET, SANTA MONICA CALIFORNIA 90404 USA","UNITED STATES",2001-12-30,,,,,
衛署醫器輸壹字第001310號,,,,2015-10-27,2005-10-27,醫　器,,DHA04400131000,"""赫特曼"" 涵特親水性敷料(滅菌)","""Hartmann"" Hydrocoll (Sterile)","I 一般及整型外科手術裝置",,"輸　入 ",台灣寶赫曼企業有限公司,台北市內湖區瑞光路513巷31號9樓,16783937,"PAUL HARTMANN AG","PAUL-HARTMANN STRASSE 12, D-89522 HEIDENHEIM , GERMANY",GERMANY,2011-01-28,用於覆蓋傷口、提供或供應含水分之傷口環境。,,,,
衛署醫器輸字第001981號,已註銷,1990-02-26,有效期限已屆,1987-04-27,1982-04-27,醫　器,,DHA00600198101,生理功能阻抗分析儀,"""BOMED"" BIOIMPEDANCE ANALYZER","1299 其他",,"輸　入 ",泰歷藥品儀器股份有限公司,台北巿承德路二段８１號１５樓之１,30884801,"BOMED MEDICAL MANUFACTURING LTD.","P.O.BOX 4673/INVINE CA 92716 U.S.A.","UNITED STATES",2001-12-30,,,,,
衛署醫器輸字第001982號,已註銷,1999-10-07,未展延而逾期者;;改列無須辦理查驗之醫療器材,1991-04-27,1982-04-27,醫　器,,DHA00600198203,氧氣帳,"""ORIGIN"" OXYGEN TENT","0222 氧氣帳",,"輸　入 ",西河國際股份有限公司,台北巿博愛路１２號１樓,04270770,"ORIGIN MEDICAL INSTRUMENTS CO. LTD","20-7  NISHIKATA 1-CHOME BUNKYO-KU TOKYO JAPAN",JAPAN,2001-12-30,,,,,
衛署醫器輸壹字第004613號,,,,2016-05-26,2006-05-26,醫　器,1,DHA04400461307,"“卡洛”牙科手機 (未滅菌)","“CARLO”DENTAL HANDPIECE  (Non-Sterile)","F 牙科裝置","F4200 牙科手機及其附件","輸　入 ",偉平貿易有限公司,台中市北區永興街８號２樓,89865864,"CARLO DE GIORGI S.R.L.","ITALY (MILANO) 20021 BARANZATE DI BOLLATE-VIA TONALE, 1",ITALY,2011-06-22,限醫療器材管理辦法「牙科手機及其附件(F.4200)」第一等級鑑別範圍。,,,,
衛署醫器輸壹字第004614號,,,,2016-05-26,2006-05-26,醫　器,1,DHA04400461409,"“哈克斯”傑可馬牙科用圓頭銼 (未滅菌)","“HAKUSUI”JICO-MAX DENTAL BURS (Non-Sterile)","F 牙科裝置","F3240 牙科用圓頭銼","輸　入 ",偉平貿易有限公司,台中市北區永興街８號２樓,89865864,"HAKUSUI TRADING CO., LTD.","1-1-15 NIITAKA, YODOGAWA-KU, OSAKA 532-0033, JAPAN",JAPAN,2011-05-05,限醫療器材管理辦法「牙科用圓頭銼(F.3240)」第一等級鑑別範圍。,,,,
衛署醫器輸壹字第004643號,已註銷,2012-11-19,許可證已逾有效期,2011-06-02,2006-06-02,醫　器,1,DHA04400464303,“共力”冷敷包(未滅菌),"“Kyoriki”Cold Pack (Non-Sterile)","O 物理醫學科用裝置","O5700 醫療用冷敷包","輸　入 ",臺灣中井企業有限公司,桃園縣平鎮市義民里環南路二段１１號１７樓之２,16425046,"KYORIKI CO., LTD.","3-3-65, HIDA, KUMAMOTO, 861-5514, JAPAN",JAPAN,2012-11-19,,,,,
衛署醫器輸字第001983號,已註銷,1990-02-26,有效期限已屆,1987-04-27,1982-04-27,醫　器,,DHA00600198305,麻醉用口罩,"""OHIO"" CONDUCTIVE ANESTHESIA MASKS","0223 氧氣口罩",,"輸　入 ",三共貿易有限公司,台北巿博愛路２８號１樓,11024606,"OHIO MEDICAL PRODUCTS","3030 AIRCO DRIVE P.O. BOX 7550. MADISON WIS. 53707 USA","UNITED STATES",2001-12-30,,,,,
衛署醫器製字第000601號,,,,2019-02-09,1995-03-14,醫　器,,DHY00500060108,“宇光”鍼炙針,"""YU KUANG"" DISPOSABLE ACUPUNCTURE NEEDLE","2399 其他治療用鍼灸",,國　產,宇光實業有限公司,新北市三重區重新路五段６０９巷２０號５樓之６,84414052,宇光實業有限公司,新北市三重區重新路五段６０９巷２０號５樓之６,TAIWAN,2014-02-13,,,,,
衛署醫器輸字第001984號,已註銷,1990-02-26,有效期限已屆,1987-04-27,1982-04-27,醫　器,,DHA00600198407,麻醉機,"""MEGAMED"" ANAESTHETIC APPARATUS","0101 麻醉器",,"輸　入 ",賓隆企業股份有限公司,台北巿仁愛路二段３４號２Ｆ,84368141,"MEGAMED AG ELEKTRO-MEDINIZISCHE APPARATE","HINTERBERGSTRASSE 11,CH-6330 CHAM SWITZERLAND",SWITZERLAND,2001-12-30,,,,,
衛署醫器輸字第001985號,已註銷,1990-02-26,有效期限已屆,1987-04-27,1982-04-27,醫　器,,DHA00600198509,呼吸補助器,"""MEGAMED"" INTENSIVE RESPIRATOR","0201 呼吸補助器",,"輸　入 ",賓隆企業股份有限公司,台北巿仁愛路二段３４號２Ｆ,84368141,"MEGAMED AG ELEKTRO-MEDINIZISCHE APPARATE","HINTERBERGSTRASSE 11,CH-6330 CHAM SWITZERLAND",SWITZERLAND,2001-12-30,,,,,
衛署醫器輸壹字第004654號,已註銷,2012-11-01,許可證已逾有效期,2011-06-05,2006-06-05,醫　器,1,DHA04400465408,"""美蒂特"" 福馬林中和劑","""Medite"" Formalin Neutralizer","B 血液學及病理學裝置","B4010 一般目的之反應試劑","輸　入 ",祥鑫儀器有限公司,台北市大安區辛亥路２段１２９號２樓之１,86019226,"MEDITE MEDIZINTECHNIK GMBH","WOLLENWEBERSTRABE 12 D-31303 BURGDORF GERMANY",GERMANY,2012-11-07,,,,,
衛署醫器輸壹字第004664號,已註銷,2012-11-01,許可證已逾有效期,2011-06-06,2006-06-06,醫　器,1,DHA04400466401,"""美蒂特"" 病理腊塊快速冷凍劑","""Medite"" Cryo-Spray","B 血液學及病理學裝置","B4010 一般目的之反應試劑","輸　入 ",祥鑫儀器有限公司,台北市大安區辛亥路２段１２９號２樓之１,86019226,"MEDITE MEDIZINTECHNIK GMBH","WOLLENWEBERSTRABE 12 D-31303 BURGDORF GERMANY",GERMANY,2012-11-07,,,,,
衛署醫器製字第000621號,已註銷,2007-08-30,許可證已逾有效期,2004-02-09,1995-11-27,醫　器,,DHY00500062101,頂視軟性隱形眼鏡,"""OSCAR"" DESIRE SOFT CONTACT LENSES","1701 軟性隱形眼鏡",,國　產,雅視佳光學股份有限公司,台中縣豐原市東北街一二九號,,雅視佳光學股份有限公司,台中縣豐原市東北街一二九號,TAIWAN,2007-09-04,,,,,
衛署醫器輸字第001986號,已註銷,1990-02-26,有效期限已屆,1987-04-27,1982-04-27,醫　器,,DHA00600198601,麻醉呼吸器,"""MEGAMED"" ANAESTHESIA AND RESPIRATION SYSTEM","0103 麻醉呼吸器",,"輸　入 ",賓隆企業股份有限公司,台北巿仁愛路二段３４號２Ｆ,84368141,"MEGAMED AG ELEKTRO-MEDINIZISCHE APPARATE","HINTERBERGSTRASSE 11,CH-6330 CHAM SWITZERLAND",SWITZERLAND,2001-12-30,,,,,
衛署醫器輸字第001987號,已註銷,1990-02-26,有效期限已屆,1987-04-27,1982-04-27,醫　器,,DHA00600198700,氧氣管,"""UNO"" OXYGEN CATHETER","0208 氧氣導管",,"輸　入 ",賓隆企業股份有限公司,台北巿仁愛路二段３４號２Ｆ,84368141,"UNO PLAST A/S","DK 3390 HUNDESTED DENMARK",DENMARK,2001-12-30,,,,,
衛署醫器製字第000622號,已註銷,2007-08-30,許可證已逾有效期,2004-02-09,1995-11-30,醫　器,,DHY00500062203,斯伯丁軟性隱形眼鏡,"""OSCAR"" SPALDING SOFT CONTACT LENSES","0701 腦波計",,國　產,雅視佳光學股份有限公司,台中縣豐原市東北街一二九號,,雅視佳光學股份有限公司,台中縣豐原市東北街一二九號,TAIWAN,2007-09-04,,,,,
衛署醫器製字第000623號,,,,2019-02-09,1995-12-04,醫　器,,DHY00500062305,"""啟申""經皮電子神經刺激器","""APEX"" TENS","1899 其他物理診療用器具",,國　產,啟申有限公司,新北市新店區寶橋路２３５巷８號８樓,23032095,啟申有限公司,新北市新店區寶橋路２３５巷８號８樓,TAIWAN,2014-09-11,,,,,
衛署醫器輸字第001988號,已註銷,1990-02-26,有效期限已屆,1987-04-27,1982-04-27,醫　器,,DHA00600198802,點滴量控制器,"""SCHOCH"" INFUSION PUMP","1313 點滴量控制器",,"輸　入 ",賓隆企業股份有限公司,台北巿仁愛路二段３４號２Ｆ,84368141,"SCHOCH ELECTRONICS AG","HOTZESTRASSE 20 CH-8042 ZURICH SWITZERLAND",SWITZERLAND,2001-12-30,,,,,
衛署醫器輸壹字第004682號,已註銷,2012-11-01,許可證已逾有效期,2011-06-09,2006-06-09,醫　器,1,DHA04400468200,"""美蒂特"" 細胞抹片用噴式固定液","""Medite"" Sprayfix fixation medium","B 血液學及病理學裝置","B4010 一般目的之反應試劑","輸　入 ",祥鑫儀器有限公司,台北市大安區辛亥路２段１２９號２樓之１,86019226,"MEDITE MEDIZINTECHNIK GMBH","WOLLENWEBERSTRABE 12 D-31303 BURGDORF GERMANY",GERMANY,2012-11-07,,,,,
衛署醫器輸壹字第004683號,已註銷,2012-11-01,許可證已逾有效期,2011-06-09,2006-06-09,醫　器,1,DHA04400468302,"""美蒂特"" 組織透明劑","""Medite"" Xylene substitute","B 血液學及病理學裝置","B4010 一般目的之反應試劑","輸　入 ",祥鑫儀器有限公司,台北市大安區辛亥路２段１２９號２樓之１,86019226,"MEDITE MEDIZINTECHNIK GMBH","WOLLENWEBERSTRABE 12 D-31303 BURGDORF GERMANY",GERMANY,2012-11-07,,,,,
衛署醫器輸壹字第004684號,已註銷,2012-11-01,許可證已逾有效期,2011-06-09,2006-06-09,醫　器,1,DHA04400468404,"""美蒂特"" 快速脫鈣劑","""Medite"" New Decalc Rapid bone decalcifier","B 血液學及病理學裝置","B4010 一般目的之反應試劑","輸　入 ",祥鑫儀器有限公司,台北市大安區辛亥路２段１２９號２樓之１,86019226,"MEDITE MEDIZINTECHNIK GMBH","WOLLENWEBERSTRABE 12 D-31303 BURGDORF GERMANY",GERMANY,2012-11-07,,,,,
衛署醫器輸字第001989號,已註銷,1990-02-26,有效期限已屆,1987-04-27,1982-04-27,醫　器,,DHA00600198904,電腦肺容量計,"""ERICH"" MICROPROCESSOR CONTROLLED COMPACT UNIT","0211 肺功能測定器",,"輸　入 ",賓隆企業股份有限公司,台北巿仁愛路二段３４號２Ｆ,84368141,"ERICH JAEGER","POSTFACH 5846 ROENTGENRING 5D-8700 WUERZBURG 1. W. GERMANY",GERMANY,2001-12-30,,,,,
衛署醫器製字第000650號,已註銷,1999-07-28,自請註銷,1998-12-03,1997-01-13,醫　器,,DHYS0500065003,散光軟性隱形眼鏡,"""GINMA"" TORIC SOFT CONTACT LENS","1701 軟性隱形眼鏡",,國　產,加美光學股份有限公司,花蓮縣吉安鄉北昌村建國路一段三號,01630738,加美光學股份有限公司,花蓮縣吉安鄉建國路一段３號,TAIWAN,2001-12-30,,,,,
衛署醫器輸壹字第001311號,,,,2015-10-27,2005-10-27,醫　器,,DHA04400131102,"3M Nexcare液態繃帶","3M Nexcare No Sting Liquid Bandage","J 一般醫院及個人使用裝置","J5090 液體性繃帶","輸　入 ",臺灣明尼蘇達礦業製造股份有限公司,台北市大安區敦化南路二段95號6至11、15、16樓,11833655,"3M HEALTH CARE, 3M BROOKINGS","601 22ND AVENUE, SOUTH BROOKINGS, SOUTH DAKOTA 57006, U.S.A.","UNITED STATES",2014-03-11,使用於覆蓋皮膚傷口，或作為燒傷敷料之物質，此物質也作為局部皮膚保護劑,,,,
衛署醫器製字第000624號,已註銷,2004-12-06,自請註銷,2004-12-11,1995-12-11,醫　器,,DHY00500062407,頌去蛋白清潔片,"SCHON PROTEIN REMOVAL TABLETS","1704 隱形眼鏡清潔錠",,國　產,健喬信元醫藥生技股份有限公司,新竹縣湖口鄉光復北路21巷4號,43199950,健喬信元醫藥股份有限公司,新竹縣湖口鄉光復北路２１巷４號,TAIWAN,2004-12-13,,,,,
衛署醫器輸字第001990號,已註銷,1990-02-26,有效期限已屆,1987-04-27,1982-04-27,醫　器,,DHA00600199002,腹部洩液管,"""MALLINCKRODT"" VENTROL SUMP DRAIN","0602 引流管",,"輸　入 ",華國醫器有限公司,台北巿信義路四段２４８號３樓,,"MALLINCKRODT. INC.","HOOK. ROAD. ARGYLE NEW. YORK. 12809 USA","UNITED STATES",2001-12-30,,,,,
衛署醫器製字第000635號,,,,2016-07-11,1996-07-11,醫　器,,DHY00500063502,靜注延長管,"""PERFECT"" EXTENSION TUBE","1399 其他輸血、輸液用器具",,國　產,普惠醫工股份有限公司,彰化縣北斗鎮大新里新工一路１００號,23243578,普惠醫工股份有限公司,彰化縣北斗鎮大新里新工一路１００號,TAIWAN,2014-09-11,,,,,
衛署醫器輸壹字第002375號,,,,2015-12-27,2005-12-27,醫　器,1,DHA04400237507,"""必帝"" 分支桿菌成長監視儀 (未滅菌)","""BD"" BBL Micro MGIT Instrument (Non-Sterile)","C 免疫學及微生物學裝置","C2560 微生物成長監視器","輸　入 ",新加坡商必帝股份有限公司台灣分公司,台北市信義區忠孝東路四段560號8樓,22419113,"BECTON, DICKINSON AND COMPANY (BD)","7 LOVETON CIRCLE SPARKS, MD 21152, USA","UNITED STATES",2014-11-07,測定臨床檢體(如人類血液、尿液)中的分支桿菌。,,,,
衛署醫器輸字第001991號,已註銷,1990-02-26,有效期限已屆,1987-04-27,1982-04-27,醫　器,,DHA00600199104,無侵入性血壓監視器,"""OHIO"" NON-INVASIVE BP MONITOR","0505 血壓監視器",,"輸　入 ",三共貿易有限公司,台北巿博愛路２８號１樓,11024606,"OHIO MEDICAL PRODUCTS","3030 AIRCO DRIVE P.O. BOX 7550. MADISON WIS. 53707 USA","UNITED STATES",2001-12-30,,,,,
衛署醫器輸壹字第002376號,已註銷,2013-01-21,許可證已逾有效期,2010-12-27,2005-12-27,醫　器,,DHA04400237609,維隆希隆A型流行性感冒病毒補體試劑組,"Virion Serion Influenza A Virus complement Fixation Test (CFT)","C 免疫學及微生物學裝置","C3330 流行性感冒病毒血清試劑","輸　入 ",台灣信錡股份有限公司,新北市新店區安民街190巷22號6樓,97284432,"INSTITUT VIRIONSERION GMBH","FRIEDRICH-BERGIUS-RING 19 D-97076 WURZBURG, GERMANY",GERMANY,2013-01-21,,,,,
衛署醫器輸壹字第004685號,已註銷,2012-11-30,許可證已逾有效期,2011-06-09,2006-06-09,醫　器,1,DHA04400468506,「司德」鉤端螺旋體抗體試驗試劑,"「SD」Leptospira Rapid Test","C 免疫學及微生物學裝置","C3350 鉤端螺旋菌屬血清試劑","輸　入 ",杏友貿易有限公司,新北市板橋區民生路三段299巷13號4樓,34105756,"STANDARD DIAGNOSTICS, INC.","156-68 HAGAL-RI, GIHEUNG-EUP, YONGIN-SI, KYONGGI-DO, KOREA 449-906",KOREA,2012-12-07,,,,,
衛署醫器輸壹字第004108號,,,,2016-04-20,2006-04-20,醫　器,1,DHA04400410807,"""優美白""牙齒美白熱源機(未滅菌)","""Britesmile""Heat source for bleaching teeth(non-sterile)","F 牙科裝置","F6475 漂白牙齒的熱源","輸　入 ",禧恩股份有限公司,台北市大安區仁愛路３段２６號２樓,84269796,"BRITESMILE, INC.","490 NORTH WIGET LANE, WALNUT CREEK, CA 94598, U.S.A.","UNITED STATES",2011-07-11,限醫療器材管理辦法「漂白牙齒的熱源(F.6475)」第一等級鑑別範圍。,,,,
衛署醫器輸字第001956號,已註銷,1990-02-26,有效期限已屆,1987-03-26,1982-03-26,醫　器,,DHA00600195602,手提式超音波診斷器,"""BION"" PORTABLE ULTRASOUND","1206 超音波診斷裝置",,"輸　入 ",邁康企業股份有限公司,台北巿大安區和平東路三段４９號２樓之４,30941789,"BION CORPORATION","7000N. BROADWAY BLDG.1, SUITE 105. DENVER COLORADO 80221 USA","UNITED STATES",2001-12-30,,,,,
衛署醫器輸壹字第001312號,,,,2015-10-27,2005-10-27,醫　器,,DHA04400131204,"""雅氏""一般手術器械(未滅菌)","""Aesculap"" General Surgical Instruments(Non-Sterile)","I 一般及整型外科手術裝置",,"輸　入 ",臺灣柏朗股份有限公司,台北市松山區健康路152號9樓,23525106,"AESCULAP AG","AM AESCULAP-PLATZ D-78532 TUTTLINGEN, GERMANY",GERMANY,2014-02-05,一般手術用手動式器具、是一種非動力，手持或手操縱的器材，可重覆使用或用過即丟，用于各種一般手術。,,,,
衛署醫器輸壹字第001313號,,,,2015-10-27,2005-10-27,醫　器,,DHA04400131306,"""雅氏""牙科手用器械(未滅菌)","""Aesculap"" Dental Hand Instrument (non-sterile)","F 牙科用裝置",,"輸　入 ",臺灣柏朗股份有限公司,台北市松山區健康路152號9樓,23525106,"AESCULAP AG","AM AESCULAP-PLATZ D-78532 TUTTLINGEN, GERMANY",GERMANY,2014-02-05,牙科手用器械是手持的器械用于執行一般牙科及口腔外科之各種手續。,,,,
衛署醫器輸壹字第001314號,,,,2015-10-27,2005-10-27,醫　器,,DHA04400131408,"""固美"" 牙科用鑽石器械 (未滅菌)","""KOMET"" Dental Diamond Instruments (Non-Sterile)","F 牙科用裝置","F4535 牙科用鑽石器械","輸　入 ",偉登興業有限公司,台北市虎林街１０８巷８６號,22183123,"GEBR. BRASSELER GMBH & CO. KG","TROPHAGENER WEG. 25, 32657 LEMGO, GERMANY",GERMANY,2014-07-15,限醫療器材管理辦法「牙科用鑽石器械(F.4535)」第一等級鑑別範圍。,,,,
衛署醫器製字第000636號,已註銷,2003-12-03,公司歇業,2001-07-12,1996-07-12,醫　器,,DHY00500063601,,"""INNOVA"" I-LUX SOFT CONTACT LENS","1799 其他隱形眼鏡",,國　產,新台科技股份有限公司,新竹巿科學園區展業一路２０號,,新台科技股份有限公司,新竹巿科學園區展業一路２０號,TAIWAN,2001-12-30,,,,,
衛署醫器輸壹字第001315號,已註銷,2011-07-06,自請註銷,2010-10-27,2005-10-27,醫　器,,DHA04400131500,"""土桑"" 馬來膠針 (未滅菌)","""Tulsa"" Thermafil Plus (Non-Sterile)","F 牙科用裝置",,"輸　入 ",美商登士派股份有限公司台灣分公司,台北市大安區基隆路三段16號7樓,16097607,"DENTSPLY TULSA DENTAL","608 ROLLING HILLS DRIVE, JOHNSON CITY, TN 37604, U.S.A.","UNITED STATES",2011-07-06,,,,,
衛署醫器輸壹字第004119號,已註銷,2012-10-29,許可證已逾有效期,2011-04-21,2006-04-21,醫　器,1,DHA04400411902,海倫那膽固醇/三酸甘油脂複合試劑,"Helena Cholesterol/TG combo Reagent","A 臨床化學及臨床毒理學",,"輸　入 ",麗揚生物科技股份有限公司,雲林縣口湖鄉台子村台興路24巷17號,86979913,"HELENA LABORATORIES CO., LTD.","9-21-19, TOKIWA, URAWA-KU, SAITAMA-SHI, SAITAMA-KEN, JAPAN",JAPAN,2012-10-31,,,,,
衛署醫器輸壹字第004120號,,,,2016-04-21,2006-04-21,醫　器,1,DHA04400412000,金泉乳酸分析儀,"YSI Lactate Analyzer","A 臨床化學及臨床毒理學","A1450 乳酸試驗系統","輸　入 ",麗揚生物科技股份有限公司,雲林縣斗南鎮北銘里福智路32巷1弄20號,86979913,"YSI INCORPORATED","1725 BRANNUM LANE, YELLOW SPRINGS, OHIO 45387 U.S.A.","UNITED STATES",2013-12-05,測量血清和血漿中乳酸之含量。,,,,
衛署醫器製字第000637號,,,,2016-08-03,1996-08-03,醫　器,,DHY00500063703,中頻電療器,"""HOMETECH"" MEDIUM FREQUENCY THERAPY UNIT","1899 其他物理診療用器具",,國　產,虹泰企業有限公司,台南市仁德區中正路三段５２３巷１１６號,84156977,虹泰企業有限公司仁德廠,台南市仁德區中正路三段５２３巷１１６號,TAIWAN,2011-06-22,,,,,
衛署醫器輸壹字第001316號,,,,2015-10-27,2005-10-27,醫　器,,DHA04400131602,和光總蛋白質試劑,"WAKO Total Protein","A 臨床化學及臨床毒理學用裝置",,"輸　入 ",醫全實業股份有限公司,台北市大安區和平東路二段107巷23之9號2樓,09436650,"WAKO PURE CHEMICAL INDUSTRIES, LTD. (MIE PLANT)","2613-2, OAZA OGOHARA, KOMONO-CHO, MIE-GUN MIE 510-1222, JAPAN",JAPAN,2010-07-23,"限醫療器材管理辦法「總蛋白質試驗系統(A.1635)」第一等級鑑別範圍。 。",,,,
